"Tarih","Simdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"10.11.2015","99.907,03","101.355,84","101.747,31","99.907,03","361,45M","-1,08%"
"09.11.2015","100.999,33","101.100,56","101.792,08","100.745,16","387,24M","-0,00%"
"06.11.2015","101.002,73","102.599,51","102.645,85","100.737,65","374,77M","-1,24%"
"05.11.2015","102.267,14","102.866,54","102.954,64","101.841,20","452,92M","-1,13%"
"04.11.2015","103.434,10","102.938,25","103.591,99","102.932,25","455,96M","0,92%"
"03.11.2015","102.487,96","103.764,40","103.858,36","102.480,61","569,24M","-1,07%"
"02.11.2015","103.593,64","103.537,34","104.572,87","103.107,85","940,76M","5,48%"
"30.10.2015","98.212,97","96.555,59","98.365,84","95.823,94","399,13M","1,35%"
"28.10.2015","96.907,43","96.839,15","96.907,43","96.234,96","134,19M","0,02%"
"27.10.2015","96.889,10","97.447,82","97.677,76","96.201,38","371,27M","-0,65%"
"26.10.2015","97.522,50","98.527,14","98.846,17","97.428,80","371,38M","-0,96%"
"23.10.2015","98.470,99","99.441,97","99.645,98","98.418,13","488,13M","-0,13%"
"22.10.2015","98.600,37","98.026,29","98.986,55","98.026,29","462,91M","0,65%"
"21.10.2015","97.959,60","98.843,71","98.865,23","97.283,17","494,74M","-1,06%"
"20.10.2015","99.010,37","98.101,26","99.147,49","97.869,11","442,13M","1,00%"
"19.10.2015","98.030,71","96.894,83","98.236,85","96.894,83","397,88M","1,57%"
"16.10.2015","96.514,44","97.947,13","97.947,13","96.414,92","395,35M","-0,99%"
"15.10.2015","97.476,37","98.545,60","98.995,50","97.476,37","511,01M","-0,21%"
"14.10.2015","97.685,34","96.328,49","97.869,01","96.249,02","457,74M","1,39%"
"13.10.2015","96.349,80","97.688,72","97.868,42","95.763,87","501,59M","-1,36%"
"12.10.2015","97.674,29","96.702,60","98.032,05","96.702,60","494,12M","0,14%"
"09.10.2015","97.534,41","97.511,05","98.019,16","96.919,49","554,80M","0,78%"
"08.10.2015","96.777,44","96.339,55","97.571,28","95.923,33","551,79M","-0,09%"
"07.10.2015","96.864,94","95.820,31","96.894,56","95.521,11","667,46M","1,87%"
"06.10.2015","95.083,45","94.732,48","95.607,33","94.225,76","486,72M","0,44%"
"05.10.2015","94.671,44","92.614,86","94.672,09","92.568,36","576,27M","3,56%"
"02.10.2015","91.421,26","91.632,75","91.818,35","90.622,92","450,71M","-0,22%"
"01.10.2015","91.620,93","91.772,90","92.063,56","90.888,10","444,87M","0,42%"
"30.09.2015","91.235,61","91.795,27","91.871,33","90.667,63","467,62M","-0,05%"
"29.09.2015","91.282,85","89.382,35","91.389,90","89.102,61","461,52M","1,43%"
"28.09.2015","89.993,70","91.738,99","92.239,67","89.993,70","340,33M","-1,74%"
"23.09.2015","91.591,52","91.834,38","92.181,86","91.591,52","117,53M","-0,45%"
"22.09.2015","92.003,42","93.414,69","93.599,50","91.458,36","322,37M","-1,28%"
"21.09.2015","93.197,06","91.962,61","93.417,78","91.444,13","398,70M","0,98%"
"18.09.2015","92.290,65","92.094,34","92.290,65","90.771,48","465,36M","0,07%"
"17.09.2015","92.227,07","91.005,21","92.227,07","90.713,53","365,26M","1,17%"
"16.09.2015","91.159,21","90.167,93","91.440,65","89.752,86","392,11M","1,31%"
"15.09.2015","89.977,15","87.832,56","90.050,46","87.566,42","501,55M","2,72%"
"14.09.2015","87.593,45","88.071,25","88.100,42","87.238,06","350,39M","-0,11%"
"11.09.2015","87.686,79","88.412,16","88.440,97","87.618,67","278,29M","-0,67%"
"10.09.2015","88.276,51","88.063,72","88.386,62","87.413,27","342,32M","-0,18%"
"09.09.2015","88.433,22","89.406,82","89.526,81","88.370,59","278,83M","-0,05%"
"08.09.2015","88.473,65","88.837,42","89.141,25","87.846,48","296,74M","0,31%"
"07.09.2015","88.203,11","88.951,12","88.951,12","87.761,11","240,59M","-1,50%"
"04.09.2015","89.546,88","90.175,66","90.958,43","89.444,13","319,45M","-1,50%"
"03.09.2015","90.910,30","90.867,97","91.370,02","89.909,80","336,52M","0,57%"
"02.09.2015","90.395,45","90.653,66","91.153,70","90.072,34","308,47M","0,14%"
"01.09.2015","90.265,90","91.911,62","91.958,93","89.977,59","395,50M","-2,27%"
"31.08.2015","92.360,81","91.475,48","92.492,11","91.433,98","259,53M","0,78%"
"28.08.2015","91.642,83","92.072,79","92.307,31","90.802,99","272,03M","-0,29%"
"27.08.2015","91.906,43","91.769,84","92.423,08","91.499,37","346,66M","1,54%"
"26.08.2015","90.513,18","90.169,08","91.189,36","89.350,08","394,86M","0,21%"
"25.08.2015","90.324,53","88.620,05","90.665,85","88.341,04","432,70M","3,17%"
"24.08.2015","87.545,43","88.965,37","88.965,37","85.533,41","424,06M","-3,20%"
"21.08.2015","90.442,85","91.166,72","91.425,98","90.051,18","319,51M","-1,24%"
"20.08.2015","91.576,82","92.006,86","92.006,86","90.257,79","429,90M","-0,69%"
"19.08.2015","92.217,58","93.569,17","93.995,03","92.074,55","372,19M","-0,94%"
"18.08.2015","93.088,75","93.821,49","94.349,63","93.088,75","362,73M","-1,46%"
"17.08.2015","94.467,70","95.010,56","95.359,74","93.723,61","354,26M","-0,55%"
"14.08.2015","94.989,48","94.470,42","95.534,53","94.105,71","371,73M","0,17%"
"13.08.2015","94.829,03","96.295,17","96.295,17","93.408,03","522,25M","-1,45%"
"12.08.2015","96.227,11","96.923,44","97.230,07","96.100,33","295,10M","-1,80%"
"11.08.2015","97.993,72","96.447,52","98.252,77","96.447,52","378,08M","2,92%"
"10.08.2015","95.211,73","96.397,46","96.636,94","94.899,33","302,05M","-1,00%"
"07.08.2015","96.168,72","96.839,79","96.977,16","95.803,36","268,69M","-0,42%"
"06.08.2015","96.576,16","95.991,59","96.864,96","95.896,13","329,16M","0,97%"
"05.08.2015","95.651,85","95.673,80","96.216,35","95.158,36","278,18M","-0,20%"
"04.08.2015","95.844,07","96.109,37","96.504,06","95.302,84","327,73M","0,10%"
"03.08.2015","95.748,38","97.868,73","97.868,73","95.549,71","351,45M","-2,23%"
"31.07.2015","97.934,85","96.208,39","97.934,85","95.663,26","537,27M","2,17%"
"30.07.2015","95.858,99","95.019,02","96.680,96","94.879,87","379,12M","0,28%"
"29.07.2015","95.589,34","95.549,92","96.311,89","94.925,06","309,17M","0,25%"
"28.07.2015","95.353,23","94.888,98","96.270,48","94.888,98","415,03M","0,95%"
"27.07.2015","94.456,77","96.099,53","96.650,65","94.270,99","380,05M","-1,66%"
"24.07.2015","96.055,31","95.484,60","96.763,36","94.947,43","320,69M","0,40%"
"23.07.2015","95.669,57","98.820,84","98.820,84","95.413,68","428,24M","-3,27%"
"22.07.2015","98.900,86","99.363,48","99.535,57","98.075,40","351,46M","-0,27%"
"21.07.2015","99.166,41","99.385,35","99.607,27","98.394,62","381,74M","0,27%"
"20.07.2015","98.900,95","100.806,61","100.888,40","98.449,93","362,26M","-1,88%"
"16.07.2015","100.792,71","100.909,87","101.053,99","100.679,64","196,85M","0,07%"
"15.07.2015","100.721,87","101.477,65","101.804,99","100.448,72","264,39M","-0,49%"
"14.07.2015","101.221,00","102.111,52","102.695,60","100.930,27","389,98M","-0,47%"
"13.07.2015","101.697,35","100.842,06","102.094,72","100.452,83","357,38M","0,85%"
"10.07.2015","100.836,68","100.973,68","101.659,57","100.529,08","366,86M","0,70%"
"09.07.2015","100.132,81","98.360,70","100.206,13","98.360,70","308,00M","2,46%"
"08.07.2015","97.727,25","99.036,54","99.036,54","97.561,40","416,50M","-1,46%"
"07.07.2015","99.170,66","100.786,18","100.980,07","99.170,66","369,42M","-1,25%"
"06.07.2015","100.427,55","98.544,23","100.495,71","98.544,23","361,29M","1,63%"
"03.07.2015","98.819,06","99.815,22","100.009,88","98.819,06","248,46M","-0,84%"
"02.07.2015","99.655,11","99.315,44","99.852,99","98.493,08","418,59M","0,21%"
"01.07.2015","99.445,66","100.664,50","101.171,28","99.445,66","352,85M","-0,98%"
"30.06.2015","100.434,28","100.131,50","100.707,90","99.501,64","421,56M","0,54%"
"29.06.2015","99.895,13","100.676,96","101.100,18","99.895,13","371,92M","-2,19%"
"26.06.2015","102.128,63","101.721,27","102.546,29","101.456,68","357,35M","0,28%"
"25.06.2015","101.844,86","102.980,10","103.407,04","101.758,28","497,34M","-1,05%"
"24.06.2015","102.928,85","101.807,86","103.125,81","101.652,82","478,76M","1,28%"
"23.06.2015","101.624,20","102.366,07","102.712,46","101.103,43","508,73M","-0,53%"
"22.06.2015","102.170,40","101.474,32","102.606,13","101.474,32","424,19M","1,28%"
"19.06.2015","100.881,08","100.333,34","101.380,24","99.939,46","423,83M","0,62%"
"18.06.2015","100.254,56","99.867,97","100.667,53","99.520,12","395,70M","1,56%"
"17.06.2015","98.712,19","98.319,04","99.047,46","98.136,58","457,65M","0,68%"
"16.06.2015","98.047,34","96.794,10","98.494,77","96.794,10","483,88M","1,66%"
"15.06.2015","96.449,35","98.365,42","98.581,01","96.449,35","418,00M","-1,96%"
"12.06.2015","98.375,14","98.688,85","99.176,24","98.011,30","424,78M","-0,35%"
"11.06.2015","98.724,81","97.549,35","98.855,71","96.772,03","530,50M","1,50%"
"10.06.2015","97.261,15","95.838,97","97.617,30","95.838,97","480,62M","2,03%"
"09.06.2015","95.329,68","95.977,50","96.185,05","94.965,44","520,31M","0,13%"
"08.06.2015","95.205,55","91.833,23","95.205,55","91.833,23","823,30M","-5,04%"
"05.06.2015","100.259,04","100.508,52","101.614,82","99.823,43","614,49M","-0,71%"
"04.06.2015","100.978,25","101.271,02","101.533,44","99.836,35","443,34M","-1,02%"
"03.06.2015","102.016,40","99.582,49","102.040,27","99.035,16","497,03M","2,63%"
"02.06.2015","99.402,23","98.296,53","99.488,94","98.143,89","474,42M","1,50%"
"01.06.2015","97.929,36","100.701,52","100.713,63","97.844,70","372,64M","-3,04%"
"29.05.2015","101.003,39","101.939,76","103.342,34","100.516,13","483,11M","-0,80%"
"28.05.2015","101.818,30","102.912,89","103.103,80","101.818,30","385,35M","-1,06%"
"27.05.2015","102.908,11","102.395,80","102.908,11","100.951,91","499,35M","0,94%"
"26.05.2015","101.951,28","102.700,28","103.571,13","101.951,28","416,56M","-1,32%"
"25.05.2015","103.314,73","104.697,45","104.810,81","103.195,88","286,11M","-1,48%"
"22.05.2015","104.866,53","105.897,63","105.989,02","104.703,35","439,95M","-0,86%"
"21.05.2015","105.773,54","107.662,34","108.380,86","105.586,41","511,05M","-1,55%"
"20.05.2015","107.442,03","108.164,09","108.385,68","106.871,18","449,07M","-1,08%"
"18.05.2015","108.609,87","107.408,45","108.609,87","107.235,75","351,72M","1,13%"
"15.05.2015","107.392,20","107.117,37","107.931,82","106.818,38","392,33M","0,48%"
"14.05.2015","106.877,29","105.820,36","107.427,73","105.397,45","594,97M","1,00%"
"13.05.2015","105.817,33","104.563,23","105.997,10","104.563,23","527,23M","1,36%"
"12.05.2015","104.395,65","103.597,97","104.433,43","102.897,55","471,65M","0,87%"
"11.05.2015","103.500,34","102.799,99","104.193,56","102.799,99","417,69M","0,76%"
"08.05.2015","102.722,05","100.738,07","102.995,83","100.185,55","467,13M","2,15%"
"07.05.2015","100.560,89","100.310,35","100.825,26","99.457,44","443,58M","0,31%"
"06.05.2015","100.252,73","101.934,21","101.934,21","100.129,41","449,99M","-1,23%"
"05.05.2015","101.498,33","102.338,91","103.133,22","101.395,53","355,47M","-0,92%"
"04.05.2015","102.437,68","102.262,75","102.815,16","101.415,74","322,01M","0,05%"
"30.04.2015","102.387,00","105.256,00","105.508,64","102.387,00","457,32M","-2,54%"
"29.04.2015","105.052,43","105.486,74","105.966,72","104.863,00","446,70M","-0,19%"
"28.04.2015","105.254,03","105.561,84","105.884,87","104.912,21","477,74M","-0,20%"
"27.04.2015","105.468,50","104.532,81","105.747,57","104.005,86","536,36M","1,05%"
"24.04.2015","104.368,69","102.577,91","104.410,09","102.509,80","454,02M","2,23%"
"22.04.2015","102.089,18","102.917,88","103.533,30","102.022,34","486,42M","-0,78%"
"21.04.2015","102.889,41","100.071,11","102.899,97","99.682,62","573,12M","2,52%"
"20.04.2015","100.356,91","101.061,43","101.364,39","100.152,25","364,52M","-0,18%"
"17.04.2015","100.541,32","101.251,42","101.665,79","100.272,83","383,57M","0,03%"
"16.04.2015","100.507,31","99.883,85","100.890,31","99.449,30","484,12M","1,45%"
"15.04.2015","99.067,29","99.886,78","100.071,98","98.885,15","453,40M","-1,29%"
"14.04.2015","100.358,66","99.363,60","100.575,14","98.249,29","580,60M","0,56%"
"13.04.2015","99.796,89","100.774,38","101.331,87","99.407,08","470,15M","-1,03%"
"10.04.2015","100.834,02","101.873,16","102.394,66","100.328,52","443,39M","-1,18%"
"09.04.2015","102.036,90","100.710,87","102.267,76","100.663,50","484,82M","0,80%"
"08.04.2015","101.226,69","100.975,53","101.343,23","100.288,61","415,05M","0,28%"
"07.04.2015","100.948,03","101.905,62","101.905,62","100.212,05","371,29M","-1,08%"
"06.04.2015","102.052,61","100.954,27","102.052,61","100.845,69","329,12M","0,11%"
"03.04.2015","101.944,57","100.501,38","102.011,32","99.858,26","312,94M","1,81%"
"02.04.2015","100.130,28","99.916,85","100.505,95","99.722,33","367,22M","0,52%"
"01.04.2015","99.613,37","99.404,82","99.988,16","98.851,54","422,64M","0,54%"
"31.03.2015","99.074,06","100.995,59","101.408,96","98.703,32","470,09M","-1,89%"
"30.03.2015","100.979,06","99.369,81","101.021,66","98.712,43","408,80M","1,67%"
"27.03.2015","99.318,53","99.779,94","99.797,86","98.412,57","402,66M","-0,80%"
"26.03.2015","100.118,73","99.882,28","100.118,73","99.099,15","455,27M","-1,51%"
"25.03.2015","101.650,87","101.560,01","103.013,79","101.013,20","479,21M","0,86%"
"24.03.2015","100.783,62","102.900,92","103.033,98","100.320,67","544,68M","-2,19%"
"23.03.2015","103.038,75","101.517,39","103.084,15","101.365,11","417,65M","1,56%"
"20.03.2015","101.455,86","100.960,22","101.740,43","100.179,83","429,99M","0,90%"
"19.03.2015","100.551,48","99.939,23","100.903,21","99.560,94","570,45M","2,66%"
"18.03.2015","97.946,89","98.064,36","98.298,09","96.959,31","451,54M","-0,21%"
"17.03.2015","98.155,23","96.589,82","98.235,23","96.433,19","488,48M","2,42%"
"16.03.2015","95.834,53","95.177,83","96.221,62","94.540,99","466,81M","2,14%"
"13.03.2015","93.828,24","96.303,37","96.995,72","93.828,24","571,73M","-2,24%"
"12.03.2015","95.979,34","97.278,93","97.554,83","94.903,05","535,23M","0,06%"
"11.03.2015","95.920,02","95.792,83","96.587,89","93.758,79","646,57M","0,58%"
"10.03.2015","95.368,57","99.034,85","99.322,82","95.368,57","654,11M","-3,48%"
"09.03.2015","98.810,00","99.482,93","100.234,31","98.668,76","571,13M","0,57%"
"06.03.2015","98.252,61","99.068,53","100.937,80","97.904,48","697,08M","-0,55%"
"05.03.2015","98.791,41","99.161,85","99.912,09","97.859,73","800,06M","-1,85%"
"04.03.2015","100.652,07","103.511,17","103.688,54","100.536,88","483,65M","-2,90%"
"03.03.2015","103.653,26","103.714,49","104.116,61","102.591,94","380,37M","0,48%"
"02.03.2015","103.155,56","103.681,45","104.031,08","102.980,68","408,30M","-0,22%"
"27.02.2015","103.382,60","106.048,82","106.519,31","102.948,43","604,75M","-2,33%"
"26.02.2015","105.847,64","106.581,83","107.798,63","105.822,16","520,38M","-1,03%"
"25.02.2015","106.949,98","107.695,57","108.424,52","106.594,09","468,95M","-0,00%"
"24.02.2015","106.955,31","106.681,94","107.112,74","106.094,29","434,10M","0,41%"
"23.02.2015","106.521,68","105.343,53","106.544,35","104.518,65","438,84M","1,07%"
"20.02.2015","105.391,91","106.531,81","106.738,12","104.878,82","303,96M","-1,16%"
"19.02.2015","106.630,29","106.463,78","106.848,67","105.713,63","365,94M","1,12%"
"18.02.2015","105.447,85","104.306,58","105.650,82","103.695,98","351,16M","1,32%"
"17.02.2015","104.075,36","105.611,86","105.968,93","104.075,36","443,09M","-1,92%"
"16.02.2015","106.112,40","106.341,93","106.664,74","106.022,94","321,48M","0,18%"
"13.02.2015","105.920,19","106.538,50","106.706,41","105.617,69","440,88M","-0,41%"
"12.02.2015","106.359,21","103.474,68","106.359,21","103.464,95","675,17M","3,25%"
"11.02.2015","103.011,75","103.230,06","104.051,17","102.667,08","614,43M","0,40%"
"10.02.2015","102.599,64","104.985,10","105.441,19","102.366,51","544,41M","-1,77%"
"09.02.2015","104.448,83","104.871,34","104.871,34","102.647,68","568,28M","-0,39%"
"06.02.2015","104.857,56","106.151,92","106.834,10","104.734,78","447,60M","-1,13%"
"05.02.2015","106.056,09","106.176,75","106.924,83","105.174,73","566,15M","-0,10%"
"04.02.2015","106.161,70","108.680,22","108.806,00","105.849,53","610,97M","-1,95%"
"03.02.2015","108.271,84","111.702,62","111.702,62","107.729,09","482,24M","-2,70%"
"02.02.2015","111.273,55","110.384,02","111.465,66","109.832,70","267,14M","1,00%"
"30.01.2015","110.173,78","110.152,85","110.732,49","108.924,08","375,42M","0,51%"
"29.01.2015","109.617,97","111.218,55","111.938,61","109.617,97","359,62M","-2,20%"
"28.01.2015","112.088,40","113.934,94","114.052,03","112.028,21","335,51M","-0,99%"
"27.01.2015","113.206,93","113.781,18","114.030,44","112.437,26","378,20M","-0,36%"
"26.01.2015","113.614,87","112.535,29","113.614,87","112.079,22","284,06M","0,69%"
"23.01.2015","112.833,98","113.589,75","114.055,66","112.572,04","456,46M","-0,36%"
"22.01.2015","113.241,16","112.976,17","113.372,11","111.773,17","525,16M","0,65%"
"21.01.2015","112.514,68","111.533,19","112.586,17","111.498,91","538,57M","1,43%"
"20.01.2015","110.926,13","109.549,59","111.274,40","109.540,40","542,29M","1,52%"
"19.01.2015","109.261,70","108.900,21","109.668,45","108.702,41","326,69M","0,63%"
"16.01.2015","108.579,09","108.679,62","109.079,72","107.859,20","377,75M","-0,23%"
"15.01.2015","108.828,72","109.058,63","109.613,33","108.461,03","523,34M","0,40%"
"14.01.2015","108.399,15","108.386,18","109.314,95","107.796,66","464,77M","-0,70%"
"13.01.2015","109.163,13","108.888,73","109.496,67","108.503,31","394,05M","0,53%"
"12.01.2015","108.584,30","108.813,12","109.832,99","108.339,15","406,08M","0,11%"
"09.01.2015","108.468,32","108.625,99","109.385,82","108.176,09","483,26M","-0,12%"
"08.01.2015","108.598,18","108.298,27","108.946,30","107.988,92","432,08M","1,07%"
"07.01.2015","107.448,33","107.696,79","108.578,27","107.106,48","561,46M","-0,23%"
"06.01.2015","107.698,92","107.374,36","107.702,49","105.990,05","510,58M","0,51%"
"05.01.2015","107.148,04","105.801,46","107.550,42","105.669,17","493,32M","1,30%"
"02.01.2015","105.773,50","105.728,56","106.205,34","105.039,21","222,00M","-0,35%"
"31.12.2014","106.149,76","104.505,88","106.299,93","104.412,28","194,15M","1,62%"
"30.12.2014","104.456,01","103.653,09","105.045,35","103.203,35","391,04M","0,49%"
"29.12.2014","103.947,74","104.796,19","104.796,19","103.703,66","232,12M","-1,08%"
"26.12.2014","105.081,52","105.034,10","105.463,70","104.971,14","108,54M","0,18%"
"25.12.2014","104.897,04","105.009,61","105.232,15","104.837,80","103,95M","0,01%"
"24.12.2014","104.886,75","104.666,70","105.176,23","104.607,38","180,31M","0,40%"
"23.12.2014","104.472,97","105.584,09","105.817,12","104.104,47","524,57M","-0,94%"
"22.12.2014","105.461,09","103.505,61","105.461,09","103.137,75","452,62M","1,87%"
"19.12.2014","103.527,75","103.759,79","103.946,69","102.247,48","580,79M","0,31%"
"18.12.2014","103.207,30","101.408,63","103.207,30","101.408,63","535,73M","3,10%"
"17.12.2014","100.104,88","98.297,12","100.630,78","97.718,36","567,31M","2,17%"
"16.12.2014","97.977,86","101.811,09","102.791,42","97.503,61","781,98M","-4,18%"
"15.12.2014","102.252,11","102.173,73","102.838,43","101.749,61","447,31M","-0,32%"
"12.12.2014","102.579,11","104.614,49","104.614,49","102.346,32","521,71M","-1,96%"
"11.12.2014","104.634,89","103.906,64","105.743,37","103.782,32","588,59M","0,83%"
"10.12.2014","103.773,69","103.594,57","104.237,46","103.078,26","460,14M","0,76%"
"09.12.2014","102.992,08","104.601,64","105.287,63","102.992,08","444,38M","-1,66%"
"08.12.2014","104.728,93","105.401,55","105.655,64","104.242,93","377,56M","-0,54%"
"05.12.2014","105.300,04","106.848,69","107.462,59","105.298,84","523,38M","-1,31%"
"04.12.2014","106.692,64","104.984,39","106.852,55","104.922,98","490,15M","1,69%"
"03.12.2014","104.922,57","104.949,70","105.880,77","104.381,05","462,06M","0,01%"
"02.12.2014","104.907,82","106.775,10","106.937,75","104.785,33","640,34M","-1,71%"
"01.12.2014","106.728,58","106.820,54","107.888,91","105.422,64","721,54M","-0,04%"
"28.11.2014","106.771,80","104.906,02","108.012,50","104.906,02","745,22M","2,02%"
"27.11.2014","104.658,35","104.269,43","104.996,65","103.753,12","398,19M","0,62%"
"26.11.2014","104.009,83","103.160,96","104.174,07","102.867,82","538,59M","0,90%"
"25.11.2014","103.081,42","102.736,34","103.294,63","101.772,74","659,24M","0,35%"
"24.11.2014","102.717,54","102.623,16","102.968,18","102.017,85","394,66M","-0,16%"
"21.11.2014","102.879,44","102.333,88","103.150,83","102.225,81","567,42M","0,98%"
"20.11.2014","101.881,90","100.421,59","101.903,48","100.048,60","588,36M","1,43%"
"19.11.2014","100.441,52","100.880,03","101.423,60","100.078,17","687,40M","0,05%"
"18.11.2014","100.392,84","99.663,29","100.473,82","99.362,25","421,42M","1,13%"
"17.11.2014","99.271,42","100.314,83","100.896,49","99.191,94","540,20M","-0,88%"
"14.11.2014","100.156,01","99.584,19","100.374,12","99.297,23","514,08M","0,50%"
"13.11.2014","99.661,72","99.222,90","100.491,53","98.119,21","625,84M","0,59%"
"12.11.2014","99.072,94","96.645,38","99.072,94","96.645,38","616,67M","2,97%"
"11.11.2014","96.212,93","95.552,10","96.212,93","95.205,21","416,89M","0,96%"
"10.11.2014","95.294,89","96.115,97","96.440,52","95.213,48","371,40M","-0,33%"
"07.11.2014","95.613,93","94.654,85","95.765,89","94.443,91","447,96M","0,91%"
"06.11.2014","94.749,44","96.932,91","97.307,57","94.749,44","532,12M","-1,86%"
"05.11.2014","96.545,33","98.458,50","99.223,55","96.545,33","474,66M","-1,74%"
"04.11.2014","98.256,92","98.509,84","98.934,11","97.726,30","463,06M","0,24%"
"03.11.2014","98.020,09","98.887,88","99.298,56","97.872,74","434,77M","-0,95%"
"31.10.2014","98.957,20","99.147,92","99.642,44","98.708,07","511,30M","1,03%"
"30.10.2014","97.947,24","97.527,20","98.242,47","97.070,41","522,52M","0,27%"
"28.10.2014","97.685,26","97.457,83","97.853,85","96.899,49","179,69M","0,58%"
"27.10.2014","97.117,18","97.863,55","98.163,98","96.187,99","444,64M","-0,27%"
"24.10.2014","97.378,73","97.441,46","98.054,19","96.738,23","481,51M","-0,13%"
"23.10.2014","97.510,28","95.460,22","97.512,99","94.982,64","632,07M","2,01%"
"22.10.2014","95.587,46","95.454,25","95.748,75","94.907,21","538,38M","0,60%"
"21.10.2014","95.012,94","93.226,88","95.027,97","93.192,78","508,38M","1,81%"
"20.10.2014","93.323,70","93.265,32","93.521,95","92.735,43","426,33M","0,94%"
"17.10.2014","92.453,90","91.449,83","92.911,71","91.315,69","537,62M","1,48%"
"16.10.2014","91.105,16","91.930,20","92.364,53","90.070,61","613,64M","-0,37%"
"15.10.2014","91.439,94","91.556,01","92.690,70","91.245,93","551,48M","0,22%"
"14.10.2014","91.238,26","91.810,02","92.552,90","90.451,91","549,59M","-0,63%"
"13.10.2014","91.814,83","90.005,37","92.325,93","89.941,35","416,37M","2,39%"
"10.10.2014","89.675,71","91.057,46","91.057,46","89.675,71","390,52M","-2,47%"
"09.10.2014","91.948,63","90.322,57","92.133,12","90.322,57","586,52M","3,28%"
"08.10.2014","89.029,43","89.420,08","89.438,10","88.608,14","374,16M","-1,85%"
"03.10.2014","90.708,46","90.617,69","90.708,46","89.800,63","130,80M","0,51%"
"02.10.2014","90.248,64","90.706,23","91.212,91","89.956,01","343,72M","-0,19%"
"01.10.2014","90.416,44","91.680,10","91.949,65","90.416,44","394,20M","-1,29%"
"30.09.2014","91.600,76","91.693,54","91.960,58","91.029,54","436,92M","0,45%"
"29.09.2014","91.190,56","91.075,84","91.458,06","90.419,30","429,40M","0,07%"
"26.09.2014","91.122,86","91.460,61","91.804,52","90.052,06","510,25M","0,04%"
"25.09.2014","91.082,27","92.093,13","92.476,00","90.776,35","431,65M","-1,01%"
"24.09.2014","92.016,15","94.424,00","94.665,38","91.921,46","450,06M","-2,10%"
"23.09.2014","93.989,25","94.729,81","95.451,91","93.989,25","374,46M","-0,15%"
"22.09.2014","94.134,59","94.226,91","94.923,58","93.673,02","343,66M","-0,08%"
"19.09.2014","94.213,95","95.146,61","95.906,41","94.213,00","383,09M","-0,59%"
"18.09.2014","94.771,07","96.126,43","96.227,84","94.580,52","469,75M","-2,10%"
"17.09.2014","96.807,92","97.072,48","97.454,60","96.442,91","358,18M","0,37%"
"16.09.2014","96.449,20","95.241,44","96.702,92","94.743,23","462,87M","1,08%"
"15.09.2014","95.421,36","95.132,83","95.947,41","94.737,53","332,43M","0,17%"
"12.09.2014","95.257,35","96.698,09","97.224,89","95.045,84","405,14M","-1,62%"
"11.09.2014","96.827,64","98.035,08","98.362,03","96.376,68","438,31M","-0,86%"
"10.09.2014","97.668,33","98.418,64","98.604,13","96.902,64","502,77M","-0,72%"
"09.09.2014","98.378,59","100.838,96","101.228,99","98.250,68","472,77M","-2,74%"
"08.09.2014","101.145,97","101.433,59","101.775,39","100.957,87","304,21M","-0,05%"
"05.09.2014","101.197,59","101.085,39","101.410,91","100.477,65","353,62M","-0,08%"
"04.09.2014","101.280,80","100.052,12","101.414,77","99.740,29","497,01M","1,31%"
"03.09.2014","99.976,08","99.404,43","100.287,13","99.243,14","424,61M","0,95%"
"02.09.2014","99.036,64","99.376,81","99.966,42","98.702,31","317,29M","-0,22%"
"01.09.2014","99.252,69","98.857,93","99.473,46","98.429,48","231,35M","0,58%"
"29.08.2014","98.678,12","99.709,18","100.458,34","98.654,83","360,42M","-0,82%"
"28.08.2014","99.495,72","99.117,68","99.495,72","98.639,81","286,84M","0,52%"
"27.08.2014","98.980,43","99.663,84","99.999,46","98.705,50","389,24M","-0,43%"
"26.08.2014","99.403,94","97.582,05","99.517,17","97.575,54","387,59M","2,07%"
"25.08.2014","97.391,04","97.146,21","97.517,87","96.827,70","238,47M","0,59%"
"22.08.2014","96.820,98","97.105,60","97.464,64","96.265,07","294,56M","-0,14%"
"21.08.2014","96.959,15","96.601,05","97.249,18","96.517,98","353,30M","0,17%"
"20.08.2014","96.797,34","97.509,68","97.738,08","96.005,88","525,06M","-0,59%"
"19.08.2014","97.368,98","95.124,22","97.567,07","95.124,22","572,20M","2,73%"
"18.08.2014","94.778,90","94.526,20","94.988,89","93.654,83","450,04M","0,96%"
"15.08.2014","93.881,78","95.515,98","95.971,04","93.793,61","398,23M","-1,30%"
"14.08.2014","95.114,07","95.266,85","96.319,16","94.649,09","473,80M","-0,08%"
"13.08.2014","95.192,05","96.055,49","96.247,76","94.261,16","540,01M","-0,49%"
"12.08.2014","95.658,00","94.998,15","95.928,17","94.297,50","420,37M","0,78%"
"11.08.2014","94.921,85","99.186,96","99.262,52","94.875,36","596,87M","-2,77%"
"08.08.2014","97.624,05","95.941,36","97.966,05","95.620,77","435,96M","0,55%"
"07.08.2014","97.094,34","98.002,02","98.389,79","96.830,99","357,12M","-0,67%"
"06.08.2014","97.753,67","98.573,09","99.162,04","97.133,23","530,66M","-1,62%"
"05.08.2014","99.364,43","101.670,82","102.086,44","98.948,24","407,16M","-1,65%"
"04.08.2014","101.033,71","101.884,00","102.673,46","101.033,71","299,67M","-0,40%"
