"Tarih","Simdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"28.02.2008","57.029,53","57.707,24","58.285,07","56.835,37","-","-1,27%"
"27.02.2008","57.764,91","57.918,99","58.417,81","56.694,28","-","1,89%"
"26.02.2008","56.694,28","56.692,09","57.353,67","55.879,65","-","1,46%"
"25.02.2008","55.879,65","57.831,46","57.946,40","55.771,39","-","-1,90%"
"22.02.2008","56.963,19","57.385,81","58.170,01","56.742,94","-","-2,07%"
"21.02.2008","58.170,01","58.063,85","58.607,95","57.219,65","-","1,35%"
"20.02.2008","57.392,42","56.755,04","57.860,27","56.249,37","-","-0,81%"
"19.02.2008","57.860,27","57.090,30","58.280,09","56.271,46","-","1,06%"
"18.02.2008","57.253,14","55.777,60","57.281,85","55.322,17","-","3,49%"
"15.02.2008","55.322,17","56.681,08","57.520,77","54.781,13","-","-2,96%"
"14.02.2008","57.010,42","57.165,80","57.729,78","56.087,62","-","1,65%"
"13.02.2008","56.087,62","53.647,22","56.233,35","53.337,47","-","3,04%"
"12.02.2008","54.434,96","52.584,83","54.578,78","51.270,91","-","6,17%"
"11.02.2008","51.270,91","51.111,98","52.007,56","50.672,09","-","-1,42%"
"08.02.2008","52.007,56","52.673,19","53.088,46","51.082,64","-","0,10%"
"07.02.2008","51.954,04","53.685,03","54.000,64","51.668,46","-","-3,68%"
"06.02.2008","53.940,07","53.908,04","55.291,98","53.311,74","-","-2,45%"
"05.02.2008","55.291,98","57.241,10","57.453,62","55.101,15","-","-3,55%"
"04.02.2008","57.329,22","56.770,60","57.509,01","55.729,39","-","2,87%"
"01.02.2008","55.729,39","54.620,78","56.192,28","53.434,76","-","4,29%"
"31.01.2008","53.434,76","55.594,05","55.804,44","53.090,82","-","-3,87%"
"30.01.2008","55.587,09","55.913,35","56.175,51","55.061,46","-","-1,05%"
"29.01.2008","56.175,51","55.935,63","56.396,51","54.959,05","-","2,21%"
"28.01.2008","54.959,05","55.564,02","57.433,53","54.749,00","-","-4,31%"
"25.01.2008","57.433,53","58.205,26","58.542,64","57.053,86","-","0,67%"
"24.01.2008","57.053,86","56.491,22","57.131,11","53.687,90","-","6,27%"
"23.01.2008","53.687,90","57.306,96","58.307,37","53.095,96","-","-4,66%"
"22.01.2008","56.314,88","55.186,40","57.565,18","54.028,95","-","-1,69%"
"21.01.2008","57.285,64","59.332,09","61.223,71","56.053,13","-","-6,43%"
"18.01.2008","61.223,71","60.768,14","62.173,91","60.093,25","-","-0,22%"
"17.01.2008","61.355,85","62.270,15","62.590,21","59.649,26","-","-0,38%"
"16.01.2008","61.589,30","61.900,89","63.131,61","60.420,87","-","-2,44%"
"15.01.2008","63.131,61","64.655,22","64.676,59","62.849,88","-","-2,25%"
"14.01.2008","64.586,60","64.492,25","65.130,27","64.216,79","-","-0,83%"
"11.01.2008","65.130,27","65.702,31","65.880,04","64.763,11","-","-0,84%"
"10.01.2008","65.678,83","66.645,27","66.861,48","65.334,72","-","-0,84%"
"09.01.2008","66.235,17","66.160,30","66.941,97","65.777,94","-","-1,06%"
"08.01.2008","66.941,97","66.553,87","67.142,16","66.145,26","-","1,20%"
"07.01.2008","66.150,63","65.794,96","66.549,88","65.316,41","-","-0,00%"
"04.01.2008","66.152,24","67.844,67","68.305,47","65.995,13","-","-2,06%"
"03.01.2008","67.546,85","68.557,81","69.208,99","67.355,93","-","-2,40%"
"02.01.2008","69.208,99","69.892,36","70.457,30","68.861,65","-","-1,77%"
"31.12.2007","70.457,30","70.975,16","71.138,89","69.882,65","-","-0,42%"
"28.12.2007","70.755,43","69.873,10","71.392,08","69.701,06","-","0,71%"
"27.12.2007","70.253,75","70.771,87","71.394,08","70.062,66","-","-0,37%"
"26.12.2007","70.516,00","70.532,30","71.233,75","70.354,07","-","0,10%"
"25.12.2007","70.448,31","70.667,97","70.731,78","70.048,65","-","-0,31%"
"24.12.2007","70.667,46","69.772,33","70.667,46","68.404,14","-","3,31%"
"19.12.2007","68.404,14","68.828,44","69.073,62","68.144,02","-","-0,97%"
"18.12.2007","69.073,62","68.017,00","69.091,25","67.858,20","-","1,27%"
"17.12.2007","68.204,62","69.199,29","69.970,94","67.902,72","-","-2,52%"
"14.12.2007","69.970,94","70.924,75","71.396,13","69.650,57","-","-0,64%"
"13.12.2007","70.419,34","71.371,73","72.666,16","70.187,54","-","-3,09%"
"12.12.2007","72.666,16","70.652,28","72.713,91","70.508,02","-","1,13%"
"11.12.2007","71.855,80","72.767,12","72.992,82","71.608,76","-","-0,41%"
"10.12.2007","72.149,58","71.512,00","72.701,64","70.946,68","-","0,27%"
"07.12.2007","71.958,43","71.906,20","72.484,76","71.347,36","-","0,48%"
"06.12.2007","71.617,66","71.035,44","71.617,66","70.231,56","-","1,49%"
"05.12.2007","70.566,53","68.980,55","70.626,04","68.409,94","-","3,15%"
"04.12.2007","68.409,94","68.875,66","69.315,47","67.860,32","-","-0,68%"
"03.12.2007","68.879,82","68.620,96","69.284,71","68.204,51","-","0,15%"
"30.11.2007","68.777,28","68.034,11","69.299,03","67.406,55","-","2,03%"
"29.11.2007","67.406,55","68.221,44","68.264,87","66.919,02","-","-0,20%"
"28.11.2007","67.539,76","66.272,32","67.539,76","65.067,21","-","3,80%"
"27.11.2007","65.067,21","66.183,78","66.842,66","64.443,90","-","-2,66%"
"26.11.2007","66.842,66","67.167,19","67.304,31","66.180,65","-","0,95%"
"23.11.2007","66.211,35","66.179,98","66.620,25","65.563,42","-","0,22%"
"22.11.2007","66.068,89","65.837,52","66.724,76","65.002,63","-","-0,98%"
"21.11.2007","66.724,76","66.378,36","67.853,42","65.511,09","-","-1,66%"
"20.11.2007","67.853,42","67.827,16","68.345,38","66.486,29","-","0,71%"
"19.11.2007","67.376,93","69.238,14","69.702,07","67.148,96","-","-2,11%"
"16.11.2007","68.826,13","68.812,20","69.663,97","68.647,13","-","-0,96%"
"15.11.2007","69.494,93","70.869,37","71.372,87","69.142,22","-","-1,92%"
"14.11.2007","70.858,10","70.615,62","71.249,87","69.464,05","-","2,01%"
"13.11.2007","69.464,05","68.566,88","69.464,05","67.800,21","-","1,48%"
"12.11.2007","68.447,70","67.275,93","68.447,70","67.259,87","-","0,92%"
"09.11.2007","67.823,20","70.315,36","70.543,87","67.530,24","-","-2,82%"
"08.11.2007","69.789,46","69.472,12","71.049,01","68.715,34","-","-1,77%"
"07.11.2007","71.049,01","72.369,00","72.997,93","70.482,06","-","-1,69%"
"06.11.2007","72.267,68","71.768,85","72.393,45","70.982,81","-","1,81%"
"05.11.2007","70.982,81","71.776,54","72.304,51","70.349,66","-","-1,83%"
"02.11.2007","72.304,51","71.869,95","73.161,28","71.794,86","-","-1,17%"
"01.11.2007","73.161,28","74.129,57","75.007,53","71.975,29","-","-0,27%"
"31.10.2007","73.361,93","72.151,40","73.750,34","71.880,60","-","1,71%"
"30.10.2007","72.126,35","72.167,09","72.492,71","71.596,91","-","0,74%"
"26.10.2007","71.596,91","71.027,97","71.826,50","70.521,48","-","1,52%"
"25.10.2007","70.521,48","71.033,91","71.888,34","70.143,43","-","0,10%"
"24.10.2007","70.453,40","70.605,06","70.605,06","69.430,14","-","-0,18%"
"23.10.2007","70.577,39","69.214,96","71.077,25","68.172,12","-","3,53%"
"22.10.2007","68.172,12","66.285,71","70.122,96","65.670,69","-","-2,78%"
"19.10.2007","70.122,96","71.446,42","72.037,00","69.591,51","-","-1,85%"
"18.10.2007","71.446,42","74.080,83","74.228,13","70.969,62","-","-3,32%"
"17.10.2007","73.900,95","72.867,99","74.232,73","72.269,76","-","1,26%"
"16.10.2007","72.984,46","73.722,76","74.568,31","72.755,13","-","-2,12%"
"15.10.2007","74.568,31","72.929,98","75.444,90","72.345,37","-","0,47%"
"11.10.2007","74.222,33","73.275,43","74.435,91","72.985,97","-","1,39%"
"10.10.2007","73.206,47","74.298,86","74.298,86","72.911,40","-","-0,92%"
"09.10.2007","73.885,21","71.327,84","74.030,29","71.004,21","-","3,35%"
"08.10.2007","71.488,43","72.482,83","73.047,92","71.287,47","-","-1,07%"
"05.10.2007","72.261,32","70.179,16","72.261,32","69.599,30","-","3,82%"
"04.10.2007","69.599,30","68.263,02","70.105,11","68.138,41","-","1,40%"
"03.10.2007","68.635,08","69.681,00","69.692,59","68.340,21","-","-1,28%"
"02.10.2007","69.522,11","70.113,95","70.488,07","68.724,55","-","1,16%"
"01.10.2007","68.724,55","68.469,42","68.848,68","67.288,53","-","0,26%"
"28.09.2007","68.547,31","69.127,39","69.324,39","68.357,40","-","-0,84%"
"27.09.2007","69.127,39","69.959,47","70.158,29","68.813,13","-","0,31%"
"26.09.2007","68.915,52","67.580,56","68.979,03","67.059,47","-","2,77%"
"25.09.2007","67.059,47","67.801,95","68.133,65","66.561,82","-","-1,33%"
"24.09.2007","67.966,68","68.624,60","68.874,85","67.855,98","-","-0,70%"
"21.09.2007","68.444,43","67.840,88","68.672,39","67.473,04","-","0,38%"
"20.09.2007","68.185,77","68.691,40","68.754,35","67.745,36","-","-0,74%"
"19.09.2007","68.691,40","66.742,90","68.773,14","63.932,24","-","7,44%"
"18.09.2007","63.932,24","63.498,42","64.309,74","63.287,37","-","0,05%"
"17.09.2007","63.900,37","63.396,69","64.177,14","63.089,04","-","-0,24%"
"14.09.2007","64.055,93","63.327,37","64.067,27","62.511,55","-","2,47%"
"13.09.2007","62.511,55","61.932,92","62.700,39","61.549,76","-","0,93%"
"12.09.2007","61.932,92","61.949,19","62.370,56","61.261,27","-","-0,03%"
"11.09.2007","61.949,19","60.951,07","62.083,47","60.951,07","-","1,64%"
"10.09.2007","60.951,07","61.690,58","62.106,81","60.840,82","-","-1,20%"
"07.09.2007","61.690,58","62.376,10","62.808,26","61.219,94","-","-1,10%"
"06.09.2007","62.376,10","62.115,06","62.819,52","61.128,73","-","0,42%"
"05.09.2007","62.115,06","62.963,19","63.585,17","61.953,43","-","-1,35%"
"04.09.2007","62.963,19","62.806,30","63.304,19","62.246,49","-","0,25%"
"03.09.2007","62.806,30","63.211,41","63.721,11","62.563,66","-","-0,64%"
"31.08.2007","63.211,41","60.214,99","63.256,94","60.214,99","-","4,98%"
"29.08.2007","60.214,99","59.682,33","60.350,62","58.451,81","-","0,89%"
"28.08.2007","59.682,33","59.983,07","60.080,52","59.227,29","-","-0,50%"
"27.08.2007","59.983,07","58.499,11","59.983,07","58.499,11","-","2,54%"
"24.08.2007","58.499,11","59.320,52","59.320,52","58.221,72","-","-1,38%"
"23.08.2007","59.320,52","59.752,35","60.225,01","59.023,27","-","1,17%"
"22.08.2007","58.632,89","56.443,21","58.841,38","56.443,21","-","3,88%"
"21.08.2007","56.443,21","57.671,67","57.812,58","56.154,43","-","-2,13%"
"20.08.2007","57.671,67","58.338,81","58.840,47","57.487,80","-","-1,14%"
"17.08.2007","58.338,81","55.546,14","58.338,81","54.168,85","-","5,03%"
"16.08.2007","55.546,14","59.539,04","59.539,04","54.152,37","-","-6,71%"
"15.08.2007","59.539,04","62.182,17","62.182,17","58.594,32","-","-4,25%"
"14.08.2007","62.182,17","62.667,48","62.667,48","61.349,34","-","-0,77%"
"13.08.2007","62.667,48","61.175,39","62.667,48","61.157,48","-","2,44%"
"10.08.2007","61.175,39","62.387,52","62.387,52","60.391,22","-","-1,94%"
"09.08.2007","62.387,52","65.162,71","65.589,42","62.298,29","-","-4,26%"
"08.08.2007","65.162,71","63.412,19","65.419,55","63.412,19","-","2,76%"
"07.08.2007","63.412,19","62.376,10","64.208,85","63.025,68","-","0,61%"
"06.08.2007","63.025,68","63.365,52","63.365,52","62.097,76","-","-0,54%"
"03.08.2007","63.365,52","64.268,63","64.793,43","63.223,64","-","-1,41%"
"02.08.2007","64.268,63","64.214,64","65.359,19","63.768,79","-","0,08%"
"01.08.2007","64.214,64","66.325,95","66.325,95","62.937,37","-","-3,18%"
"31.07.2007","66.325,95","64.425,74","66.536,94","64.425,74","-","2,95%"
"30.07.2007","64.425,74","64.595,84","65.409,27","63.021,25","-","-0,26%"
"27.07.2007","64.595,84","65.876,25","65.876,25","63.417,27","-","-1,94%"
"26.07.2007","65.876,25","69.147,08","69.147,08","64.877,68","-","-4,73%"
"25.07.2007","69.147,08","69.449,58","69.478,60","67.842,25","-","-0,44%"
"24.07.2007","69.449,58","70.634,73","71.456,50","69.042,84","-","-1,68%"
"23.07.2007","70.634,73","66.900,32","71.153,92","66.900,32","-","5,58%"
"20.07.2007","66.900,32","67.343,39","68.031,64","66.451,10","-","-0,66%"
"19.07.2007","67.343,39","64.143,48","67.345,47","64.143,48","-","4,99%"
"18.07.2007","64.143,48","64.841,06","64.841,06","63.667,50","-","-1,08%"
"17.07.2007","64.841,06","64.876,47","64.958,80","63.873,78","-","-0,05%"
"16.07.2007","64.876,47","65.267,42","65.498,65","64.592,81","-","-0,60%"
"13.07.2007","65.267,42","66.402,02","66.555,03","64.981,46","-","0,21%"
"12.07.2007","65.127,95","63.117,13","65.227,03","62.447,93","-","4,29%"
"11.07.2007","62.447,93","63.174,57","63.174,57","61.476,75","-","-1,15%"
"10.07.2007","63.174,57","64.196,89","64.472,85","63.123,64","-","-1,59%"
"09.07.2007","64.196,89","62.332,28","64.369,66","62.332,28","-","2,99%"
"06.07.2007","62.332,28","62.443,66","62.886,98","61.833,20","-","-0,18%"
"05.07.2007","62.443,66","61.812,22","62.681,86","61.748,07","-","1,02%"
"04.07.2007","61.812,22","60.683,93","62.259,55","60.576,55","-","1,86%"
"03.07.2007","60.683,93","59.277,46","60.847,12","59.277,46","-","2,37%"
"02.07.2007","59.277,46","58.413,71","59.355,19","58.079,54","-","1,48%"
"29.06.2007","58.413,71","57.014,51","58.413,71","56.690,28","-","2,45%"
"28.06.2007","57.014,51","55.600,08","57.081,29","55.600,08","-","2,54%"
"27.06.2007","55.600,08","56.832,03","56.832,03","55.450,14","-","-2,17%"
"26.06.2007","56.832,03","56.132,34","56.866,49","55.708,72","-","1,25%"
"25.06.2007","56.132,34","56.653,09","56.653,09","55.812,53","-","-0,92%"
"22.06.2007","56.653,09","56.896,03","57.179,06","56.390,02","-","-0,43%"
"21.06.2007","56.896,03","57.273,24","57.304,61","56.384,70","-","-0,66%"
"20.06.2007","57.273,24","57.362,35","57.760,73","57.130,65","-","-0,16%"
"19.06.2007","57.362,35","57.399,87","57.657,55","57.093,48","-","-0,07%"
"18.06.2007","57.399,87","56.862,38","57.682,13","56.862,38","-","0,95%"
"15.06.2007","56.862,38","55.150,70","56.954,84","55.150,70","-","3,10%"
"14.06.2007","55.150,70","55.107,06","55.992,20","54.987,01","-","0,08%"
"13.06.2007","55.107,06","54.865,72","55.254,00","54.030,86","-","0,44%"
"12.06.2007","54.865,72","55.610,70","56.028,75","54.717,51","-","-1,34%"
"11.06.2007","55.610,70","54.948,26","55.787,81","54.948,26","-","1,21%"
"08.06.2007","54.948,26","55.654,18","55.654,18","53.871,79","-","-1,27%"
"07.06.2007","55.654,18","56.979,48","57.168,41","55.184,59","-","-2,33%"
"06.06.2007","56.979,48","57.758,72","58.121,92","56.765,21","-","-1,35%"
"05.06.2007","57.758,72","57.275,00","58.228,80","57.275,00","-","0,84%"
"04.06.2007","57.275,00","57.746,01","58.065,36","56.916,42","-","-0,82%"
"01.06.2007","57.746,01","58.486,66","58.486,66","57.549,18","-","-1,27%"
"31.05.2007","58.486,66","57.590,78","58.521,46","57.590,78","-","1,56%"
"30.05.2007","57.590,78","58.502,86","58.502,86","57.384,82","-","-1,56%"
"29.05.2007","58.502,86","58.507,28","58.738,56","58.011,25","-","-0,01%"
"28.05.2007","58.507,28","57.558,22","58.507,28","57.558,22","-","1,65%"
"25.05.2007","57.558,22","57.643,15","57.728,42","57.158,44","-","-0,15%"
"24.05.2007","57.643,15","57.805,10","57.976,60","56.697,51","-","-0,28%"
"23.05.2007","57.805,10","57.696,87","58.114,75","57.216,17","-","0,19%"
"22.05.2007","57.696,87","57.547,17","58.191,94","57.519,77","-","0,26%"
"21.05.2007","57.547,17","57.478,38","58.116,42","57.160,27","-","0,12%"
"18.05.2007","57.478,38","57.327,62","57.680,13","56.978,37","-","0,26%"
"17.05.2007","57.327,62","56.856,66","57.813,33","56.856,66","-","0,83%"
"16.05.2007","56.856,66","55.935,27","56.895,68","55.884,08","-","1,65%"
"15.05.2007","55.935,27","56.298,93","56.422,88","55.769,90","-","-0,65%"
"14.05.2007","56.298,93","55.842,04","56.519,71","55.842,04","-","0,82%"
"11.05.2007","55.842,04","56.155,08","56.155,08","55.151,36","-","-0,56%"
"10.05.2007","56.155,08","56.346,39","57.086,58","55.647,83","-","-0,34%"
"09.05.2007","56.346,39","55.816,94","56.961,15","55.816,94","-","0,95%"
"08.05.2007","55.816,94","55.829,11","56.257,33","55.391,58","-","-0,02%"
"07.05.2007","55.829,11","55.926,70","56.690,36","55.670,09","-","-0,17%"
"04.05.2007","55.926,70","56.354,07","56.603,21","55.088,89","-","-0,76%"
"03.05.2007","56.354,07","55.395,80","56.643,28","55.395,80","-","1,73%"
"02.05.2007","55.395,80","54.678,39","57.026,13","54.678,39","-","1,31%"
"01.05.2007","54.678,39","56.811,95","56.811,95","54.567,32","-","-3,76%"
"30.04.2007","56.811,95","59.153,70","59.153,70","54.403,91","-","-3,96%"
"27.04.2007","59.153,70","60.364,84","60.716,59","58.734,48","-","-2,01%"
"26.04.2007","60.364,84","60.600,39","61.343,33","60.106,11","-","-0,39%"
"25.04.2007","60.600,39","59.139,89","60.629,28","58.846,06","-","2,47%"
"24.04.2007","59.139,89","59.629,71","59.758,80","58.385,51","-","-0,82%"
"20.04.2007","59.629,71","58.161,22","59.999,15","58.161,22","-","2,52%"
"19.04.2007","58.161,22","57.196,53","58.271,45","56.117,04","-","1,69%"
"18.04.2007","57.196,53","58.602,29","59.212,79","57.073,92","-","-2,40%"
"17.04.2007","58.602,29","58.748,95","58.875,07","57.989,03","-","-0,25%"
"16.04.2007","58.748,95","57.911,38","59.234,60","57.911,38","-","1,45%"
"13.04.2007","57.911,38","57.306,74","58.186,17","57.306,74","-","1,06%"
"12.04.2007","57.306,74","57.980,93","57.997,68","56.860,53","-","-1,16%"
"11.04.2007","57.980,93","56.930,81","58.329,33","56.857,47","-","1,84%"
"10.04.2007","56.930,81","57.723,03","57.723,03","56.500,74","-","-1,37%"
"09.04.2007","57.723,03","57.676,81","57.750,09","57.153,29","-","0,08%"
"06.04.2007","57.676,81","57.516,10","57.930,89","57.166,00","-","0,28%"
"05.04.2007","57.516,10","55.999,06","57.589,11","55.999,06","-","2,71%"
"04.04.2007","55.999,06","55.454,32","56.566,95","55.454,32","-","0,98%"
"03.04.2007","55.454,32","54.348,55","55.602,01","54.348,55","-","2,03%"
"02.04.2007","54.348,55","54.567,36","54.664,43","53.945,05","-","-0,40%"
"30.03.2007","54.567,36","54.748,98","54.972,53","54.331,58","-","-0,33%"
"29.03.2007","54.748,98","53.982,37","54.748,98","53.879,53","-","1,42%"
"28.03.2007","53.982,37","54.042,30","54.332,72","53.325,51","-","-0,11%"
"27.03.2007","54.042,30","54.308,61","54.392,68","53.589,33","-","-0,49%"
"26.03.2007","54.308,61","54.574,48","54.901,17","53.861,63","-","-0,49%"
"23.03.2007","54.574,48","54.299,20","54.882,57","53.967,66","-","0,51%"
"22.03.2007","54.299,20","53.172,71","54.742,55","53.172,71","-","2,12%"
"21.03.2007","53.172,71","52.463,63","53.261,35","52.463,63","-","1,35%"
"20.03.2007","52.463,63","52.616,05","53.317,17","52.253,84","-","-0,29%"
"19.03.2007","52.616,05","52.579,24","52.938,90","52.120,52","-","0,07%"
"16.03.2007","52.579,24","51.761,09","52.579,24","51.227,97","-","1,58%"
"15.03.2007","51.761,09","50.852,54","52.098,61","50.852,54","-","1,79%"
"14.03.2007","50.852,54","52.459,21","52.459,21","50.500,35","-","-3,06%"
"13.03.2007","52.459,21","52.883,37","53.314,89","51.893,49","-","-0,80%"
"12.03.2007","52.883,37","52.966,48","53.759,22","52.299,23","-","-0,16%"
"09.03.2007","52.966,48","52.073,43","52.966,48","51.369,55","-","1,71%"
"08.03.2007","52.073,43","50.839,84","52.145,91","50.839,84","-","2,43%"
"07.03.2007","50.839,84","50.633,70","51.539,14","50.390,14","-","0,41%"
"06.03.2007","50.633,70","49.936,46","51.052,99","49.936,46","-","1,40%"
"05.03.2007","49.936,46","50.910,16","50.910,16","48.688,14","-","-1,91%"
"02.03.2007","50.910,16","49.525,88","50.997,94","49.525,88","-","2,80%"
"01.03.2007","49.525,88","52.061,64","52.232,38","49.286,96","-","-4,87%"
"28.02.2007","52.061,64","52.484,92","52.484,92","50.798,90","-","-0,81%"
"27.02.2007","52.484,92","55.126,86","55.126,86","52.104,28","-","-4,79%"
"26.02.2007","55.126,86","55.008,28","55.215,49","54.411,81","-","0,22%"
"23.02.2007","55.008,28","55.423,32","55.423,32","54.452,09","-","-0,75%"
"22.02.2007","55.423,32","54.112,39","55.617,20","54.112,39","-","2,42%"
"21.02.2007","54.112,39","55.801,80","55.916,86","53.632,49","-","-3,03%"
